result #	query	article title	article url	article description	total nr of results indicated by Google	Extra settings	
226	“open internet” site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
227	“open internet” site:openinternet.gov/read-speech.html	Preserving a free and open Internet - Speeches - OpenInternet.gov	http://openinternet.gov/read-speech.html	21 Sep 2009 ... And let us not forget that the open Internet enables much more than commerce. It is also an unprecedented platform for speech, ...  	1		
228	“open internet” site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
229	“open internet” site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
230	“open internet” site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	FCC Chairman Julius Genachowski Backs Net Neutrality in Speech ...	http://digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full/	21 Sep 2009 ... "It is vital that we safeguard the free and open Internet ," Genachowski said during at event at the Brookings Institute.  	1		
231	“open internet” site:enterprisenetworkingplanet.com/news/article.php/3851946	FCC Begins Technical Inquiry  Into Net Neutrality - www ...	http://www.enterprisenetworkingplanet.com/news/article.php/3851946/FCC-Begins-Technical-Inquiry-Into-Net-Neutrality.htm	8 Dec 2009 ... "to ensure that decisions in the commission's proceeding on the open Internet reflect a thorough understanding of current technology." ...  	1		
232	“open internet” site:helium.com/items/1423651-net-neutrality-internet-regulation	An overview of what net neutrality means - by Jessica Bosari - Helium	http://www.helium.com/items/1423651-net-neutrality-internet-regulation	Net neutrality is the concept of a free and open internet , where everyone  can compete fairly and get their content seen. It levels the playing field, ...  	1		
233	“open internet” site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
234	“open internet” site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
235	“open internet” site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
236	“open internet” site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
237	“open internet” site:laquadrature.net/Net_neutrality	La Quadrature du Net	http://www.laquadrature.net/Net_neutrality	It guarantees a free an open Internet that enables wider democratic participation and effective economic competition. But this funding principle of the ...  	1		
238	“open internet” site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
239	“open internet” site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
240	“open internet” site:internetnews.com/government/article.php/3845416	n/a	n/a	n/a	n/a		
241	“open internet” site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	2009 Year in Review: Net neutrality fight begins ...	http://www.fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	... out plans less than three months later to implement net neutrality and open Internet regulations for telecom companies--both wireline and wireless. ...  	1		
242	“open internet” site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	n/a	n/a	n/a	n/a		
243	“digital divide” site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	n/a	n/a	n/a	n/a		
244	“digital divide” site:petelumbis.org/blog/?p=1197	n/a	n/a	n/a	n/a		
245	“digital divide” site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	New York City Broadband Advisory Committee: NYC Council holds Net ...	http://nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	Since 2002, Council Member Gale A. Brewer has been leading the effort to close the " digital divide "  in New York. Her interest in this important issue led ...  	1		
246	“digital divide” site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
247	“digital divide” site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
248	“digital divide” site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
249	“digital divide” site:mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	n/a	n/a	n/a	n/a		
250	“digital divide” site:zdnetasia.com/insight/internet/0,39044877,62057309,00.htm	n/a	n/a	n/a	n/a		
251	“digital divide” site:democraticmedia.ca/netneutrality	n/a	n/a	n/a	n/a		
252	“digital divide” site:digitaldaily.allthingsd.com/20091023/mccain-gets-mavericky-on-net-neutrality	n/a	n/a	n/a	n/a		
253	“digital divide” site:huffingtonpost.com/adam-green/mike-mccurry-hurting-t_b_20216.html	n/a	n/a	n/a	n/a		
254	“digital divide” site:isen.com/blog/2007/10/why-net-neutrality-law-is-not-enough.html	n/a	n/a	n/a	n/a		
255	“digital divide” site:v3.co.uk/vnunet/news/2193214/ftc-abandons-net-neutrality	n/a	n/a	n/a	n/a		
256	“digital divide” site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
257	“digital divide” site:openinternet.gov/read-speech.html	n/a	n/a	n/a	n/a		
258	“digital divide” site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
259	“digital divide” site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
260	“digital divide” site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	n/a	n/a	n/a	n/a		
261	“digital divide” site:enterprisenetworkingplanet.com/news/article.php/3851946	n/a	n/a	n/a	n/a		
262	“digital divide” site:helium.com/items/1423651-net-neutrality-internet-regulation	n/a	n/a	n/a	n/a		
263	“digital divide” site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
264	“digital divide” site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
265	“digital divide” site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
266	“digital divide” site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
267	“digital divide” site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
268	“digital divide” site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
269	“digital divide” site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
270	“digital divide” site:internetnews.com/government/article.php/3845416	Net Neutrality Postmortem: Cheers and Jeers - InternetNews.com	http://www.internetnews.com/government/article.php/3845416	23 Oct 2009 ... Latinos Closing Digital Divide : Pew [December 22, 2009] New report finds rising Internet usage among minority segment. ...  	1		
271	“digital divide” site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	n/a	n/a	n/a	n/a		
272	“digital divide” site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	n/a	n/a	n/a	n/a		
273	discrimination site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	n/a	n/a	n/a	n/a		
274	discrimination site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» Blog Archive Â» State of the Union	http://petelumbis.org/blog/?p=250	This is discrimination in its purest form. We are saying these "people" are less than "us" only on the fact that they love someone of the same sex. ...  	2		
275	discrimination site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» Blog Archive Â» The Journey That Never Ends	http://petelumbis.org/blog/?p=234	It is a shame that they are going to outlaw it again, but then it is only a matter of time before it is once again struck down based on discrimination . ...  	2		
276	discrimination site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	n/a	n/a	n/a	n/a		
277	discrimination site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
278	discrimination site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
279	discrimination site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
280	discrimination site:mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	n/a	n/a	n/a	n/a		
281	discrimination site:zdnetasia.com/insight/internet/0,39044877,62057309,00.htm	n/a	n/a	n/a	n/a		
282	discrimination site:democraticmedia.ca/netneutrality	n/a	n/a	n/a	n/a		
283	discrimination site:digitaldaily.allthingsd.com/20091023/mccain-gets-mavericky-on-net-neutrality	n/a	n/a	n/a	n/a		
284	discrimination site:huffingtonpost.com/adam-green/mike-mccurry-hurting-t_b_20216.html	n/a	n/a	n/a	n/a		
285	discrimination site:isen.com/blog/2007/10/why-net-neutrality-law-is-not-enough.html	n/a	n/a	n/a	n/a		
286	discrimination site:v3.co.uk/vnunet/news/2193214/ftc-abandons-net-neutrality	n/a	n/a	n/a	n/a		
287	discrimination site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
288	discrimination site:openinternet.gov/read-speech.html	Speeches - OpenInternet.gov	http://openinternet.gov/read-speech.html	21 Sep 2009 ... The fifth principle is one of non- discrimination -- stating that broadband providers cannot discriminate against particular Internet content ...  	1		
289	discrimination site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
290	discrimination site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
291	discrimination site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	FCC Chairman Julius Genachowski Backs Net Neutrality in Speech ...	http://digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full/	21 Sep 2009 ... The fifth principle is one of non- discrimination âstating that broadband providers cannot discriminate against particular Internet content or ...  	1		
292	discrimination site:enterprisenetworkingplanet.com/news/article.php/3851946	FCC Begins Technical Inquiry  Into Net Neutrality - www ...	http://www.enterprisenetworkingplanet.com/news/article.php/3851946/FCC-Begins-Technical-Inquiry-Into-Net-Neutrality.htm	8 Dec 2009 ... Of course, the utopia for Net neutrality proponents would be the speedy delivery of all packets handled by providers without discrimination  ...  	1		
293	discrimination site:helium.com/items/1423651-net-neutrality-internet-regulation	n/a	n/a	n/a	n/a		
294	discrimination site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
295	discrimination site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
296	discrimination site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
297	discrimination site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
298	discrimination site:laquadrature.net/Net_neutrality	La Quadrature du Net	https://www.laquadrature.net/Net_neutrality	... La Quadrature answers werebuild.eu survey about an open Net · It Is Crucial To Save Net Neutrality · Net Discrimination in the Telecoms Package ...  	1		
299	discrimination site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
300	discrimination site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
301	discrimination site:internetnews.com/government/article.php/3845416	n/a	n/a	n/a	n/a		
302	discrimination site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	n/a	n/a	n/a	n/a		
303	discrimination site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	FCC's Genachowski gives strong net neutrality endorsement ...	http://www.networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	21 Sep 2009 ... Genachowski said that enforcing the non- discrimination rule would occur on a case-by-case basis, just as the commission has enforced its ...  	1		
304	tiered site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	n/a	n/a	n/a	n/a		
305	tiered site:petelumbis.org/blog/?p=1197	n/a	n/a	n/a	n/a		
306	tiered site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	n/a	n/a	n/a	n/a		
307	tiered site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
308	tiered site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
309	tiered site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
310	tiered site:mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	Telecom Trends: Net Neutrality or Open Access?	http://mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	It will create an undemocratic and tiered system, stifle innovation and our voices. Posted by Anonymous : 2:06 PM, August 09, 2007 ...  	1		
311	tiered site:zdnetasia.com/insight/internet/0,39044877,62057309,00.htm	n/a	n/a	n/a	n/a		
312	tiered site:democraticmedia.ca/netneutrality	n/a	n/a	n/a	n/a		
313	tiered site:digitaldaily.allthingsd.com/20091023/mccain-gets-mavericky-on-net-neutrality	n/a	n/a	n/a	n/a		
314	tiered site:huffingtonpost.com/adam-green/mike-mccurry-hurting-t_b_20216.html	n/a	n/a	n/a	n/a		
315	tiered site:isen.com/blog/2007/10/why-net-neutrality-law-is-not-enough.html	n/a	n/a	n/a	n/a		
316	tiered site:v3.co.uk/vnunet/news/2193214/ftc-abandons-net-neutrality	n/a	n/a	n/a	n/a		
317	tiered site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
318	tiered site:openinternet.gov/read-speech.html	n/a	n/a	n/a	n/a		
319	tiered site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
320	tiered site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
321	tiered site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	n/a	n/a	n/a	n/a		
322	tiered site:enterprisenetworkingplanet.com/news/article.php/3851946	n/a	n/a	n/a	n/a		
323	tiered site:helium.com/items/1423651-net-neutrality-internet-regulation	n/a	n/a	n/a	n/a		
324	tiered site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
325	tiered site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
326	tiered site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
327	tiered site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
328	tiered site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
329	tiered site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
330	tiered site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
331	tiered site:internetnews.com/government/article.php/3845416	n/a	n/a	n/a	n/a		
332	tiered site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	n/a	n/a	n/a	n/a		
333	tiered site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	n/a	n/a	n/a	n/a		
334	censorship site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	Amazon.com: Virtual Freedom: Net Neutrality and Free Speech in the ...	http://www.amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	Her book chronicles some alarming examples of censorship on the Internet, and the surprise the book reveals is that the source of the censorship is not the ...  	1		
335	censorship site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» Emo	http://petelumbis.org/blog/?cat=8	I've been practicing a lot of self- censorship as of late, and this isn't going to ... This self- censorship is one of the reasons why my blogging has been so ...  	5		
336	censorship site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» Blog Archive Â» Sleepless Night	http://petelumbis.org/blog/?p=969	I've been practicing a lot of self- censorship as of late, and this isn't going to ... This self- censorship is one of the reasons why my blogging has been so ...  	5		
337	censorship site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» Blog Archive Â» Move to Strike	http://petelumbis.org/blog/?p=719	Self- censorship sucks, but  there are things that I just can't bring myself to write about. Despite the fact that I really would love to lay words down on ...  	5		
338	censorship site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» 2007 Â» December	http://petelumbis.org/blog/?m=200712	Wednesday, December 19th, 2007 Posted in Emo | 1 Comment Â». I'm frustrated by self- censorship . Read more.. My New Internet Crush ...  	5		
339	censorship site:petelumbis.org/blog/?p=1197	PeteLumbis(dot)org â Blog Â» Blog Archive Â» Keep It A Secret	http://petelumbis.org/blog/?p=948	I'm frustrated by self- censorship . You can follow any responses to this entry through the RSS 2.0 feed. Both comments and pings are currently closed. ...  	5		
340	censorship site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	n/a	n/a	n/a	n/a		
341	censorship site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
342	censorship site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
343	censorship site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
344	censorship site:mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	Telecom Trends: Net Neutrality or Open Access?	http://mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	Aspects of censorship , consolidation, and preferential treatment of the internet are now being debated under the umbrella of "Net Neutrality. ...  	1		
345	censorship site:zdnetasia.com/insight/internet/0,39044877,62057309,00.htm	n/a	n/a	n/a	n/a		
346	censorship site:democraticmedia.ca/netneutrality	n/a	n/a	n/a	n/a		
347	censorship site:digitaldaily.allthingsd.com/20091023/mccain-gets-mavericky-on-net-neutrality	n/a	n/a	n/a	n/a		
348	censorship site:huffingtonpost.com/adam-green/mike-mccurry-hurting-t_b_20216.html	n/a	n/a	n/a	n/a		
349	censorship site:isen.com/blog/2007/10/why-net-neutrality-law-is-not-enough.html	n/a	n/a	n/a	n/a		
350	censorship site:v3.co.uk/vnunet/news/2193214/ftc-abandons-net-neutrality	n/a	n/a	n/a	n/a		
351	censorship site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
352	censorship site:openinternet.gov/read-speech.html	n/a	n/a	n/a	n/a		
353	censorship site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
354	censorship site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
355	censorship site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	n/a	n/a	n/a	n/a		
356	censorship site:enterprisenetworkingplanet.com/news/article.php/3851946	n/a	n/a	n/a	n/a		
357	censorship site:helium.com/items/1423651-net-neutrality-internet-regulation	n/a	n/a	n/a	n/a		
358	censorship site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
359	censorship site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
360	censorship site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
361	censorship site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
362	censorship site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
363	censorship site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
364	censorship site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
365	censorship site:internetnews.com/government/article.php/3845416	Net Neutrality Postmortem: Cheers and Jeers - InternetNews.com	http://www.internetnews.com/government/article.php/3845416	23 Oct 2009 ... Search And Censorship · Search Engine Optimization · Search Meets Mapping · Thinner Slices of The Paid Search Pie ...  	1		
366	censorship site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	n/a	n/a	n/a	n/a		
367	censorship site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	FCC's Genachowski gives strong net neutrality endorsement ...	http://www.networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	21 Sep 2009 ... I pay a carrier for bandwidth, not censorship . To play the carrier's game, they want money on both sides - essentially reverting. ...  	1		
368	astroturf site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	n/a	n/a	n/a	n/a		
369	astroturf site:petelumbis.org/blog/?p=1197	n/a	n/a	n/a	n/a		
370	astroturf site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	n/a	n/a	n/a	n/a		
371	astroturf site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
372	astroturf site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
373	astroturf site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
374	astroturf site:mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	n/a	n/a	n/a	n/a		
375	astroturf site:zdnetasia.com/insight/internet/0,39044877,62057309,00.htm	n/a	n/a	n/a	n/a		
376	astroturf site:democraticmedia.ca/netneutrality	n/a	n/a	n/a	n/a		
377	astroturf site:digitaldaily.allthingsd.com/20091023/mccain-gets-mavericky-on-net-neutrality	n/a	n/a	n/a	n/a		
378	astroturf site:huffingtonpost.com/adam-green/mike-mccurry-hurting-t_b_20216.html	n/a	n/a	n/a	n/a		
379	astroturf site:isen.com/blog/2007/10/why-net-neutrality-law-is-not-enough.html	n/a	n/a	n/a	n/a		
380	astroturf site:v3.co.uk/vnunet/news/2193214/ftc-abandons-net-neutrality	n/a	n/a	n/a	n/a		
381	astroturf site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
382	astroturf site:openinternet.gov/read-speech.html	n/a	n/a	n/a	n/a		
383	astroturf site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
384	astroturf site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
385	astroturf site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	n/a	n/a	n/a	n/a		
386	astroturf site:enterprisenetworkingplanet.com/news/article.php/3851946	n/a	n/a	n/a	n/a		
387	astroturf site:helium.com/items/1423651-net-neutrality-internet-regulation	n/a	n/a	n/a	n/a		
388	astroturf site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
389	astroturf site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
390	astroturf site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
391	astroturf site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
392	astroturf site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
393	astroturf site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
394	astroturf site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
395	astroturf site:internetnews.com/government/article.php/3845416	n/a	n/a	n/a	n/a		
396	astroturf site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	n/a	n/a	n/a	n/a		
397	astroturf site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	n/a	n/a	n/a	n/a		
398	“physical layer” site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	n/a	n/a	n/a	n/a		
399	“physical layer” site:petelumbis.org/blog/?p=1197	n/a	n/a	n/a	n/a		
400	“physical layer” site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	n/a	n/a	n/a	n/a		
401	“physical layer” site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
402	“physical layer” site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
403	“physical layer” site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
404	“physical layer” site:mhgoldberg.com/blog/2006/03/net-neutrality-or-open-access.html	n/a	n/a	n/a	n/a		
405	“physical layer” site:zdnetasia.com/insight/internet/0,39044877,62057309,00.htm	n/a	n/a	n/a	n/a		
406	“physical layer” site:democraticmedia.ca/netneutrality	n/a	n/a	n/a	n/a		
407	“physical layer” site:digitaldaily.allthingsd.com/20091023/mccain-gets-mavericky-on-net-neutrality	n/a	n/a	n/a	n/a		
408	“physical layer” site:huffingtonpost.com/adam-green/mike-mccurry-hurting-t_b_20216.html	n/a	n/a	n/a	n/a		
409	“physical layer” site:isen.com/blog/2007/10/why-net-neutrality-law-is-not-enough.html	n/a	n/a	n/a	n/a		
410	“physical layer” site:v3.co.uk/vnunet/news/2193214/ftc-abandons-net-neutrality	n/a	n/a	n/a	n/a		
411	“physical layer” site:cio.com/article/502574/Report_FCC_Will_Formalize_Net_Neutrality_Rule	n/a	n/a	n/a	n/a		
412	“physical layer” site:openinternet.gov/read-speech.html	n/a	n/a	n/a	n/a		
413	“physical layer” site:ecommercetimes.com/rsstory/68927.html	n/a	n/a	n/a	n/a		
414	“physical layer” site:inc.com/news/articles/2009/09/net.html	n/a	n/a	n/a	n/a		
415	“physical layer” site:digitaldaily.allthingsd.com/20090921/net-neutrality-fcc-chairman-julius-genachowskis-speech-in-full	n/a	n/a	n/a	n/a		
416	“physical layer” site:enterprisenetworkingplanet.com/news/article.php/3851946	n/a	n/a	n/a	n/a		
417	“physical layer” site:helium.com/items/1423651-net-neutrality-internet-regulation	n/a	n/a	n/a	n/a		
418	“physical layer” site:helium.com/channels/520-Internet-Access-Providers	n/a	n/a	n/a	n/a		
419	“physical layer” site:4g-wirelessevolution.tmcnet.com/broadband-stimulus/topics/broadband-stimulus/articles/62478-broadband-stimulus-fuels-net-neutrality-debate-acme-packet.htm	n/a	n/a	n/a	n/a		
420	“physical layer” site:lauren.vortex.com/archive/000627.html	n/a	n/a	n/a	n/a		
421	“physical layer” site:americanthinker.com/2009/11/net_neutrality_nets_out_to_gov.html	n/a	n/a	n/a	n/a		
422	“physical layer” site:laquadrature.net/Net_neutrality	n/a	n/a	n/a	n/a		
423	“physical layer” site:unionsquareventures.com/2006/07/through-the-loo-1.php	n/a	n/a	n/a	n/a		
424	“physical layer” site:eponymouspickle.blogspot.com/2009/12/net-neutrality-and-tech-implications.html	n/a	n/a	n/a	n/a		
425	“physical layer” site:internetnews.com/government/article.php/3845416	n/a	n/a	n/a	n/a		
426	“physical layer” site:fiercebroadbandwireless.com/story/2009-year-review-net-neutrality-fight-begins/2009-12-18	n/a	n/a	n/a	n/a		
427	“physical layer” site:networkworld.com/news/2009/092109-genachowski-net-neutrality-speech.html?fsrc=netflash-rss	n/a	n/a	n/a	n/a		
428	“logical layer” site:amazon.com/Virtual-Freedom-Neutrality-Internet-Stanford/dp/0804763852	n/a	n/a	n/a	n/a		
429	“logical layer” site:petelumbis.org/blog/?p=1197	n/a	n/a	n/a	n/a		
430	“logical layer” site:nycbroadband.blogspot.com/2009/11/nyc-council-holds-net-neutrality.html	n/a	n/a	n/a	n/a		
431	“logical layer” site:democraticmedia.ca/net-neutrality/net-neutrality	n/a	n/a	n/a	n/a		
432	“logical layer” site:defendnetneutrality.org	n/a	n/a	n/a	n/a		
433	“logical layer” site:azcentral.com/arizonarepublic/opinions/articles/0626mon1-26.html	n/a	n/a	n/a	n/a		
